Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
HL7 Business Analyst / JavaScript Developer,,"Do you want to gain valuable skills and experience working as a contractor?

ACCENTURE CONTRACTOR EXCHANGE Solves clients’ toughest challenges by providing unmatched services in strategy, consulting, digital, technology, operations, and security. Develop and enhance your skills and experience, working across diverse teams, projects, and industries.

Project Description:
We are seeking a HL7 Business Analyst / JavaScript Developer for our client our client in Pleasanton, CA
This is a contract opportunity that does not offer sponsorship nor in the future
Must be willing to work on W2

Responsibilities:
Experience working on HL7 integrations and mapping within an enterprise environment
Work within an established multidiscipline Agile Scrum Team
Work and focus on the implementation and ongoing support of HL7 interfaces with external customers
Experience with applications development using Java/ J2EE Technologies like Core java, Spring MVC, Swings, EJB, JavaScript, HTML5, CSS, XML and JMS

Minimum Qualifications:

Minimum 3+ Business Analyst and JavaScript Development experience

Preferred Qualifications:

Core Java
Spring MVC
Swings
EJB
JavaScript
HTML5
CSS
XML
JMS

Keywords:
Business Analyst
JavaScript Developer

Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).

Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.

Accenture is a Federal Contractor and an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.

Equal Employment Opportunity

All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.

Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.

Accenture is committed to providing veteran employment opportunities to our service men and women.",3.9,"Accenture
3.9","Pleasanton, CA",,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),
Full Stack Software Developer (Python/Javascript),,"This is a full time, purely remote position.

SpotOn is a fast-growing marketing, loyalty, and payments platform that helps small business owners understand and reach out to their customers and increase revenues by making informed decisions. Customers can discover businesses using our mobile apps, then at order time can check-in and pay for their orders using our mobile and tablet applications. The resulting data allows merchants to send targeted marketing campaigns, track their online reputation, and monitor the growth effect loyal customers can have on revenues, through our flagship web application.

As part of the business operations team, you would be working on various types of systems - from building APIs for exchanging data with external partners, to building web applications to manage business processes, to building out the infrastructure that is necessary to run those systems in a scalable and reliable way. We are looking for someone with at least 5 years of experience building technology solutions that have been used to solve real-world problems.

If this describes you…
You’ve seen several projects through to completion in similar roles, and either has worked or are comfortable working with, teams of various sizes.
Have an eye for idiomatic, readable, and performant Python 2/3 code, and experience with linters/debuggers/profilers/etc. which help reach these goals.
You've worked with frontend development to some extent. JavaScript land moves fast, so we'll understand if your background doesn't perfectly align with our stack (React+Redux+Babel+Webpack, Backbone.js transitioning to Vue), but we're definitely looking for someone who's used a modern framework of some sort, and isn't strictly a jQuery wizard.
You've worked with some kind of MVC framework.
Have an eye for idiomatic, readable, and performant Python code, and experience with linters/debuggers/profilers/etc. which help reach these goals
Comfortable with at least intermediate-level queries in MongoDB and/or PostgreSQL.
Experienced with Git and comfortable using a branch+tag workflow model that leans heavily on GitHub’s Pull Request utilities
Bonus: Have experience with Django, Flask, or AioHTTP.
Bonus: Have experience with JavaScript at or after the ES6 turning point. Trust us, it's a whole new world when you're able to use `import` and `async/await`. We're of course open to teaching these new features as needed.
Bonus: Have experience with both Python 2 and Python 3, and can explain some of the footguns involved in moving between these versions, and in writing cross-compatible code
Bonus: DevOps experience of any form. We’re Docker people locally and AWS/Kubernetes people in the cloud.
Bonus: You’re opinionated about tooling, process, code/test styles, etc., but not too snobby about it. Our process is flexible and ever-changing, and you’d be welcome to leave your mark on it!
… then here’s a bit about what we have to offer!
Salary Range: $80k+ annually. This is based on experience and what you bring to the table
Health, Dental, and Vision insurance
Company-provided MacBook Pro (or similarly-spec’d device if you’re more of a Linux type).
A supportive environment, where you will work closely with a skilled team of software and QA engineers, product managers, and graphic designers
At the time of this writing, we score a 10 on the Joel Test and are working to raise that to at least an 11 in the near future
Transfers of existing H1B visas will be considered
SpotOn will consider all applicants for employment without regard to race, color, sex, sexual orientation, gender/gender identity, religion, age, national origin, disability, veteran status, or any other basis as prohibited by federal, state or local law. If you’re allowed to work in the US, you are welcome here.",4.3,"SpotOn
4.3","San Francisco, CA",,501 to 1000 Employees,2017,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,
Entry Level Java Developer,,"Make a difference

Ciber Global wants you. Come build new things with us and advance your career. At Ciber Global you'll collaborate with experts. You'll join successful teams contributing to our clients' success. You'll work side by side with our clients and have long-term opportunities to advance your career with the latest emerging technologies.

Develops software with a paired partner to deliver user stories that contribute to a valuable working software product, often operating as the lead partner.
Develops automated unit tests with working software, to confirm software functionality conformance to functional and non-functional requirements.
Develops automated functional tests to confirm user story acceptance and to detect regression defects.
Reviews continuous integration build status and fixes build failures.
Improves continuous integration tooling by automating manual processes within the delivery pipeline and improving quality gates based on past learnings.
Reviews ongoing production software operations and troubleshoots production issues.
Implements tooling that monitors application performance metrics and automatically notifies team when a failure occurs in production.
Active participant in all team agile ceremonies

Skills Required:

Interact with business customers when resolving support issues
Work with business customers to define business requirements with the customer on new development
Show leadership in analysis of development and support tasks to drive to a quick implementation and resolution
Code, test and implement application components in Java, web services and Java related technologies using Ford Credit Frameworks
Practitioner in at least 2 coding languages
Comfort level developing in all tiers of application software: front-end, mobile, back-end and database.
Advanced knowledge of software design patterns
Knowledge and practical experience of agile delivery
Demonstrated ability to delivery product road map milestones
Provide Agile artifacts associated with application components

Skills Preferred:

Strong analytical and problem-solving skills
Willingness to continuously learn
Highly motivated professional (self-starter and results oriented).
Strong interpersonal and communication skills
Ability to work as a member of a collaborative team

Experience Required:

1+ years JAVA/J2EE Application development experience
1+ years using AGILE Development methodologies
3+ years WebLogic/WebSphere Application server
1+ years HTML, JavaScript, XML server-side Java based development
Experience with Linux, Windows Operating Systems
Experience in all components of software delivery

Experience Preferred:

Paired programming and Test-first/Test Driven Development (TDD).
Familiarity with Spring Cloud and deploying to cloud platforms, preferably Pivotal Cloud Foundry (PCF).
Exposure to Continuous Integration/Continuous Delivery tools and pipelines such as GIT hub, Jenkins, Maven, Gradle, etc.
Additional skills desired with SpringBoot and Angular JS

Education Required:

Degree in computer science / engineering or programming experience (Java, HTML, SQL, JavaScript)

Education Preferred:

J2EE certifications a plus
AWS Certifications
PCF Certifications a plus

At Ciber Global our consultants have access to a comprehensive benefits package. Benefits can include Paid-Time-Off, Paid Holidays, 401K matching, Life and Accidental Death Insurance, Short & Long Term Disability Insurance, and a variety of other perks.

Ciber Global is an Equal Opportunity Employer Minorities/Females/Gender Identity/Sexual Orientation/Protected Veterans/Individuals with Disabilities.

Find a purpose

Embrace emerging technologies, create inventive solutions and meet intriguing client challenges. Be a part of something bigger working on teams that make a difference and transform business.

Move ahead

No matter where you are in your career, you can work to move to the next level. You'll work hand in hand with top-tier talent and be part of a team focused on the technologies that lead the way to exciting technological changes.",3.1,"Ciber Global LLC.
3.1","Dearborn, MI",,1001 to 5000 Employees,1974,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,
Software Developer(Memphis Area Candidates Only),,"Software Developer *
Must be located in or around the Memphis,TN area for consideration. No resumes will be considered outside this area*
Programmer will be responsible for developing, testing and documenting computer programs and other software components based on technical specifications and in line with approved organization standards. The role also assists with troubleshooting, problem solving and issue resolution relating to existing applications.
Key Responsibilities: *
• Build or customize programs (objects) or other software components as required, based on detailed technical specifications and incorporating approved design and programming standards.
• Conduct unit and system testing for all development work.
• Prepare and maintain all required documentation relating to development work, in accordance with corporate standards.
• Ensure all development work is conducted in compliance with established change control procedures.
• Assist with troubleshooting, problem solving and issue resolution tasks.
• Ensure all development tasks are conducted and completed in cooperation with other technical and functional IT staff team members.
• Maintain continuous interaction and relationships with the business process owners.
• Assist in analyzing business requirements and presenting proposed solutions.
• Maintain an up-to date knowledge of current technical developments in area of expertise.
Requirements*
• Bachelor's degree (Engineering or IT related degree is preferred).
• Five (5) years of experience in application development, testing and implementation.
• Programming language knowledge in PowerBasic, API, HTML, ASP, VBScript, Javascript, Microsoft SQL query and stored procedures ASP.NET, and Visual Studio.NET 2003,2008,2010. VB.NET C#.NET, Internet Information Services 6,7 and 7.5.

• Demonstrable analytical ability.
• Good verbal, written and visual communication ability.
• Ability to communicate technical information in non-technical manner.
• Experience reporting issues, status and estimates to peers and management.
Preferred
• Experience working in the financial services industry
• Experience supporting a multi- application integrated environment.
Personal Attributes: *
• Strong commitment to deliver quality solutions and projects.
• Ability to handle autonomous projects in a complex cross application environment.
• Ability to work effectively as a team member in larger ‘virtual’ projects.
• Capability to communicate benefits and limitations of IT applications management.
• Creative, structured and analytical in developing application solutions.
Company*
HWA International is a 46 year old Bartlett company. It has an immediate opening for a programmer/developer to support its financial applications that are marketed throughout the U.S. Candidate must be a self-starter and have the background necessary to become part of this team. Ex. Salary, 401K Plan, Cafe Plan, Heath & Dental Ins., 19 days off first year! For consideration, please email your resume.
Website: *
www.hwainternational.com

Job Type: Full-time

Pay: $50,000.00 - $80,000.00 per year

Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Flexible Spending Account
Health Insurance
Paid Time Off
Retirement Plan
Schedule:
Monday to Friday
COVID-19 considerations:
To keep our employees as safe as possible, each employee will have a private office and the availability of hand sanitizers, gloves, and masks.

Experience:
programming: 5 years (Required)
Education:
Bachelor's (Required)
Location:
Memphis, TN 38133 (Required)
Language:
English (Required)
Additional Compensation:
Bonuses
Work Location:
One location
Relocation Assistance Provided:
No
Company's website:
www.hwainternational.com
Benefit Conditions:
Waiting period may apply
Only full-time employees eligible
Work Remotely:
No",,"HWA International, Inc.","Memphis, TN",,Unknown,,Company - Private,,,Less than $1 million (USD),
Software Developer Lead,,"Description:

As one of the fastest growing logistics providers in the country, NSD is a recognized leader in in-home and business delivery solutions. Today, our nationwide delivery network consists of over 200 terminals, ensuring unsurpassed levels of service and an exceptional home delivery experience. We deliver to all U.S. zip codes providing consistent nationwide service and the highest level of brand protection.

Come join our growing team! The Development Lead will be a part of a team working to develop, manage, and architect scalable solutions that further NSD’s strategic goals. This position will be responsible for leading a team of developers, continuously driving improvement in processes, and growing the development team. Technologies will include SQL, RESTful APIs, ETL/ELT, and mobile/web development (HTML, CSS, JavaScript, Vue.js, PHP/Joomla, Django).

Responsibilities

• Take an active role in requirements gathering, solutions design, architecture, development, and deployment of web and mobile products

• Work with Business Technology Office on consumer and internal product requests

• Oversee the development and release of quality code that adheres to best practices.

• Lead, manage, coach, train and motivate a high-performing development team.

• Assist in translating seemingly disparate business processes to the development staff by connecting and streamlining with

technology solutions, often of various disciplines

• Be an active participant in refining and improving development methodologies (Sprint v. Kanban, Agile v. DevOps v. XP, etc.)

• Manage code repositories and ensure disciplined use of code management.

. Requirements:

• 5+ years working as a software engineer lead or solutions architect role

• Proven track record of quality delivery.

• Must have experience with multiple database platforms and a variety of different technologies and coding languages including but not limited to:

DB2, MSSS, MySQL, Postgres, PHP, Javascript, Python, Powershell, SQL

• History of progressive team leadership and peer mentoring

• Demonstrable history of learning the business on which the technology is being developed

• Outstanding time management, organizational and communication skills.

• A passion for getting things done regardless of the roadblock.

EOE M/F/D/V

NOTE: This job description is not intended to be all inclusive, Employee must perform other related duties as negotiated to meet the ongoing needs of organization",2.7,"Nonstopdelivery Com Inc
2.7","Chantilly, VA",,51 to 200 Employees,2000,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$50 to $100 million (USD),
PHP Javascript Developer,,"*About the Position*

FINAO is seeking a new team member who has the right mix of knowledge, skills, and interest in website development. We are an e-commerce B2B manufacturer of products exclusively sold to professional photographers, and we work hard to help support their success.

The candidate we choose will play a key role within our IT team.

*What You Bring to the Table*

Current and relevant skills through an Associates or Bachelor’s degree or equivalent experience. We expect that you will provide value to the team and come prepared with a diverse and practical skill set.

*Requirements*

*General and Diverse Knowledge of: *

*PHP/JavaScript/LAMP*

Additional Skills that are helpful but not required:

Node.JS, NPM, AWS/Lambda, PSR, GitHub, Composer/Packagist, REST and Systems Administration

*All applicants must submit a cover letter and resume. * Links to websites you have contributed to is a great way to enhance your application for consideration.

*Benefits*

* Salaried, full-time position. Range TBD, in keeping with education, skills, and experience.
* Regular hours from 10 AM-6:00 PM, Monday-Friday. Some additional time required during peak periods.
* Local office location.
* Comprehensive health care plan, 50% paid with the option to purchase for family members.
* Dental and Vision insurance available.
* A 401K plan is available.
* Paid time off for vacation, sick leave, and standard holidays.

*COVID-19 considerations: *

We follow the State of Michigan and CDC guidelines regarding health and safety. This includes work from home, requiring masks, social distancing, cleaning commonly touched surfaces throughout the day as advisable or mandated.

Job Type: Full-time

Pay: $40,000.00 - $50,000.00 per year

Benefits:
* 401(k)
* Dental insurance
* Health insurance
* Paid time off
* Vision insurance
Schedule:
* Monday to Friday

Work Location:
* One location

This Company Describes Its Culture as:
* Detail-oriented -- quality and precision-focused
* Outcome-oriented -- results-focused with strong performance culture
* Team-oriented -- cooperative and collaborative

Benefit Conditions:
* Waiting period may apply

Work Remotely:
* No",,Finao Online LLC,"Saline, MI",,51 to 200 Employees,,Company - Private,Miscellaneous Manufacturing,Manufacturing,Less than $1 million (USD),
Full Stack Developer,,"Overview:
This year we are celebrating 65 years as a family owned company. Also recognized by Forbes Magazine for the second year in a row as one of America’s Best Mid-size Employers.

Come celebrate with us! We are growing...43 stores across WI, IL, IA, MI!

Apply here or by texting BFF to 97211
Responsibilities:

We are seeking: a highly motivated Full Stack Developer to join our MIS team in Janesville, WI. This person must be able to create, design, implement and maintain web applications to meet company needs.

Minimum experience: 5 years

Responsibilities:

Develop front end website architecture
Design user interactions on web pages
Develop back end website applications
Create database solutions that support application functionality
Ensure responsiveness of applications
Involvement with projects from conception to finished product
Design and develop APIs
Stay abreast of industry trends of development in web applications and programming languages and vendor packages
Contribute to the ongoing evolution of the existing content supply portfolio of applications and services
Design, develop, modify, implement, and support software components anywhere in the software stack
Determine process improvements, best practices, and develop new processes
Work in close partnerships with cross-functional teams and management
Qualifications:

Excellent understanding of front-end technologies and platforms - JavaScript, HTML5, CSS3
Bootstrap or other responsive frameworks
Experience building applications using .NET Framework (C#)
ASP.NET MVC
Microsoft SQL Server, utilizing stored procedures
Demonstrate a strong sense of ownership for the application being developed

Other Skills (Not Required):

JavaScript frameworks React JS & Redux, Angular, or Vue
Git
Xamarin
SSIS
SSRS

Further Requirements:

Excellent analytical skills
Ability to read and speak English and communicate with customers and coworkers
Ability to learn and perform all primary job functions within the adjustment period
Ability to function as a team member and work under specific work directions
You must value a safe working environment and follow our safety guidelines

#ind3

Job Class: Corporate Office",3.4,"Blain Supply, Inc.
3.4","Janesville, WI",,1001 to 5000 Employees,1955,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,
Automation Engineer,,"Stage 2 Security is seeking an experienced Automation Engineer to be part of a global team supporting our client's cloud systems.. The successful candidate will be a self-starter with a proven track record of delivering exceptional results. This role will work collaboratively with engineering and operations teams to drive positive outcomes for our business partners.

Typical duties, or skills may involve:

Support product engineering and operations teams in the development and deployment of monitoring solutions.

Drive adoption and optimization of observability systems.

Support service management and product teams through developing automation of complex workflows.

Contribute to the development of new features for our core automation tools.

Build and maintain a deep understanding of technologies and methods and how to instrument, monitor, and automate them.

Facilitate the sharing of knowledge and experience across teams to enable effective use of our tools and solutions.

Build custom-developed dashboards and alerting.

Participate in problem management by identifying and closing gaps in monitoring and workflows.

Integrates data analytics platform with other solutions.

Qualifications and requirements may involve:

Development experience in one or more of the following languages – Java, PHP, JavaScript, Python

Five years or more of solution design and deployment work in a SaaS environment.

Hands-on experience with monitoring tools such as – New Relic, Nagios, Splunk, Prometheus is a plus.

Experience developing solutions on the ServiceNow platform

Strong technical background and customer orientation

Specific experience in Application Performance Management (APM) concepts is a plus.

Experience implementing and supporting solutions built on cloud platforms such as AWS and Azure

Excellent organizational, communication, critical thinking & analytical skills

Bachelor degree in Engineering/Computer Science or equivalent experience

Understands a variety of IT products and protocols to integrate disparate solutions, such as routing and switching, software development, Linux, Windows, and/or cloud computing

Excellent communication skills

Powered by JazzHR

JW52CdWFnL",,Stage 2 Security,"Lehi, UT",,,,,,,,
Technical Solutions Engineer,,"Do you want to get a foot in the door at an online Advertising and Media company that has seen tremendous growth? Do you want to work in the world of online video; one of the fastest growing advertising formats in the world? Then Playwire is the place for you…

Playwire Media is a full-service digital innovation partner that leverages online advertising and proprietary technologies to build publishing brands in the gaming and entertainment verticals.

To keep pace with our explosive growth, we are currently seeking a Technical Solutions Engineer. The Technical Solutions Engineer has two primary roles. First, the Engineer aids in the ongoing development and enhancement of Playwire’s client-side, browser-based products, focused on the delivery of high-quality advertising units on behalf of Playwire’s customers. Second, the Engineer provides custom solutions for those customers, filling in the gap in cases where customers have a need for more than a simple technology deployment, but where Playwire does not yet offer a product that precisely fits their needs. We want people who are disciplined but also creative, and unafraid to jump into projects that will be seen and used by millions of people. Serious applicants should have experience doing more than just converting mockups into working pages: you should understand what it means to develop a complicated application or widget using JavaScript. You'll immediately be an important member of a development team with a wide variety of responsibilities and opportunities. You’ll also work side-by-side with our Technical Solutions team, which is primarily responsible for making sure our customers’ technical needs are met.
Essential functions: *
• Research and identify solutions to technical issues.

• Work with Technical Solutions team to determine when a custom solution is needed, and to scope out and deliver that solution.

• Work with the rest of the client-side development team to turn promising solutions into fully-supported parts of our core technical product line.

• Provide a professional, positive experience for our customers, building relationships with them.
Required qualifications: *
• Advanced knowledge of JavaScript with a strong understanding of JavaScript fundamentals. Must demonstrate ability to write JavaScript without reliance on frameworks.

• Knowledge of common design patterns and how they can be applied to JavaScript.

• Experience with HTML5 and CSS3.

• Experience with responsive design and cross-platform scripting for desktop/mobile.

• An understanding of source control, particularly git and Github.

• Experience working directly with customers, accompanied by strong communications skills.
Nice-to-haves: *
• Experience with video for the web, particularly HTML5 video.

• Experience with JavaScript designed to be embedded in third-party Web pages.

• Experience with advertising units, terminology and standards, such as VAST and VPAID.

• Experience with the use of modular JavaScript.

• Knowledge of unit testing methodologies, particularly as applied to JavaScript development.

• Experience working in a team using Agile development and project management practices.

• A background in QA, testing, and/or customer support.

Job Type: Full-time

Benefits:
401(k)
Health insurance
Schedule:
8 hour shift
Experience:
HTML5: 3 years (Required)
Customer Service: 5 years (Preferred)
JavaScript: 5 years (Required)
CSS3: 2 years (Required)
git and Github: 1 year (Required)
Work Location:
One location
Company's website:
https://www.playwire.com/
Benefit Conditions:
Waiting period may apply
Work Remotely:
Temporarily due to COVID-19",3.3,"Playwire Media
3.3","Boca Raton, FL",,51 to 200 Employees,,Company - Private,,,Less than $1 million (USD),
Developer,,"At LPL Financial we consider it our mission to take care of our advisors so they can take care of their client. Joining the Technology business unit, you will be responsible for planning, directing projects to help design, build and maintain the sustainable, scalable capabilities that support delivery of the highest standards of software products, processes. This role will also include responsibility for leading special projects to drive more quality, scope, and scale in the offering and provide technical leadership to other team members.

Responsibilities

Design, develop, test and implement technical solutions based on business requirements and strategic direction.
Provide technical leadership to teammates through technical design, code reviews and implementation of best practices, adhering to firm’s SDLC and release processes.
Collaborate with other Development teams, Enterprise Architecture and Support teams to design, develop, test and maintain the various platforms and their integration with other systems.
Assess opportunities for application and process improvements and prepare documentation outlining platform road map.
Maintain, troubleshoot, optimize and enhance existing systems.
Communicate with technical and non-technical groups on a regular basis as part of product/project support.

Qualifications:

Tech resource with 5+ years of experience in designing and implementing complex systems, including developing solutions from scratch.
Full- stack developer with 8+ years of experience designing interactive web applications, developing web services (REST/SOAP) and integrating with vendor APIs.
Excellent understanding of system integration. Great track record of implementing the distributed systems with legacy and modern technical tools.
Must have experience integrating the system over HTTP, JMS or other distributed technologies.
Expertise with MS SQL. Should be able to write efficient queries in MS SQL Should be well verse with query troubleshooting and optimization tools available in SQL Server platform.
Excellent verbal and written communication skills, both technical and non-technical.
Strong analytical and problem-solving skills.
Motivated and driven by achieving long-term business outcomes.

Skills and Knowledge:

Extensive full-stack development experience with the following technologies: .NET framework, C#, Java, JavaScript, Angular JS, SQL, , TIBCO EMS, JMS
Capable of effectively planning, prioritizing and executing tasks utilizing resources and tools
Experience working with continuous integration and delivery
Experience working with source control tools like TFS, GIT, Octopus, TeamCity etc.
.NET framework, C#, Java, JavaScript, MVC, Angular JS, SQL, Mule Services, TIBCO EMS, JMS

Why LPL?

At LPL, we believe that objective financial guidance is a fundamental need for everyone. As the nation’s leading independent broker-dealer, we offer an integrated platform of proprietary technology, brokerage, and investment advisor services. We provide you with a work environment that encourages your creativity and growth, a leadership team that is supportive and responsive, and the opportunity to create a career that has no limits, only amazing potential.

We are one team on one mission. We take care of our advisors, so they can take care of their clients.

Because our company is not too big and not too small, you can seize the opportunity to make a real impact. We are committed to supporting workplace equality, and we embrace the different perspectives and backgrounds of our employees.We also care for our communities, and we encourage our employees to do the same. This creates an environment in which you can do your best work.

Want to hear from our employees on what it’s like to work at LPL? Watch this!

We take social responsibility seriously. Learn more here

Want to see info on our benefits? Learn more here

Join the LPL team and help us make a difference by turning life’s aspirations into financial realities. Please log in or create an account to apply to this position. Principals only. EOE.

Information on Interviews:

LPL will only communicate with a job applicant directly from an @lpl.com email address and will never conduct an interview online or in a chatroom forum. During an interview, LPL will not request any form of payment from the applicant, or information regarding an applicant’s bank or credit card. Should you have any questions regarding the application process, please contact LPL’s Human Resources Solutions Center at (800) 877-7210.",3.7,"LPL Financial
3.7","Austin, TX",,1001 to 5000 Employees,1968,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),
